,Country,Sector,Industry,Net_Income_Ratio,Operating_Income_Ratio,Gross_Profit_Ratio,EPS,Working_Capital,ROE,PE_Ratio,PB_Ratio,Current_Ratio,Debt_To_Equity,Debt_To_Asset,Dividend_Yield,Market_Capital,Net_Income_Ratio_Ranking,Operating_Income_Ratio_Ranking,Gross_Profit_Ratio_Ranking,EPS_Ranking,Working_Capital_Ranking,ROE_Ranking,PE_Ratio_Ranking,PB_Ratio_Ranking,Current_Ratio_Ranking,Debt_To_Equity_Ranking,Debt_To_Asset_Ranking,Dividend_Yield_Ranking,Market_Capital_Ranking
OSBC,US,Financial Services,Banks Regional,7.718114241001565,10.144170579029733,1.0,1.29716,-2214908000.0,0.14199392508565342,9.409999837820303,1.336162812027467,0.015160488820829132,8.485017850459217,0.894570572689899,0.0032186684398403686,371271543.60120004,91,62,8,1754,3937,1100,2409,1898,4064,4422,4215,2061,3209
ETJ,US,Financial Services,Asset Management,7.651101,0.390343,0.424387,1.29282,,0.13848702134763916,6.987527821253493,0.9676819145491549,,0.011319938872541686,0.011193232354475766,0.007249203518622558,576226062.528,92,661,1954,1756,4157,1125,2203,1298,4184,295,49,1914,2909
HWBK,US,Financial Services,Banks Regional,7.381584974805314,9.132844709115895,1.0,2.46871,-1305862000.0,0.14007545332846538,8.764901450937073,1.2277475441193346,0.016994394920952276,11.977989881604339,0.9229464648129021,0.01900343522048585,141237621.9804,93,66,8,1083,3868,1117,2347,1731,4048,4606,4404,1422,3830
MCN,US,Financial Services,Asset Management,7.271642,0.519403,0.522388,1.16277,,,,,,,,,,94,452,1554,1846,4157,4758,4753,4719,4184,4785,4840,2359,4787
UBOH,US,Financial Services,Banks Regional,7.17429340511,8.26110363392,1.0,3.25308,,0.11248034943712347,7.237721253165744,0.8141014156845781,0.0,8.28470896065667,0.8922960316540419,0.022057676311450693,77161346.28,95,74,8,810,4157,1464,2222,996,4175,4403,4196,1305,4089
CZNC,US,Financial Services,Banks Regional,7.08206245461,8.5,1.0,1.46409,-1403192000.0,0.07978662477705234,0.01846217325676784,0.0014730344902066663,7.126603396681711e-07,5.766747664163107,0.8522185177236579,38.993438069491376,360086.2272,96,71,8,1638,3875,2043,1868,279,4170,4073,3867,15,4745
ASRV,US,Financial Services,Banks Regional,6.96878612716763,8.786127167630058,1.0,0.34564,-1036462000.0,0.06112722331514795,231.910899137359,14.176069320786095,0.01486735151658011,10.876447563226316,0.9157997377013347,0.0011745695814090102,1397958900.0,97,69,8,2477,3829,2300,4462,4025,4069,4585,4382,2123,2326
FBK,US,Financial Services,Banks Regional,6.89203190527,9.00740070718,1.0,2.66899,-5075236000.0,0.10994465644098546,13.339333237840933,1.4665884099862394,0.043836593526236374,7.034485110759265,0.8755365171240576,0.008984610436568872,1118022875.9963999,98,67,8,1005,4022,1510,2863,2049,3982,4252,4043,1836,2480
SOR,US,Financial Services,Asset Management,6.805863,0.631528,0.708212,7.75173,,0.17442563374935127,4.9480079256374525,0.8630594182261256,,0.02484671753739317,0.02424432625464619,0.02611207424512528,325120092.732,99,350,770,214,4157,858,2072,1078,4184,324,78,1154,3312
KRNY,US,Financial Services,Banks Regional,6.76470588235,8.61320896645,1.0,0.54563,-5647871000.0,0.041473855283777464,13.924455145112866,0.5775008375938615,0.0035973989910840394,5.2334609570208555,0.8395754771073551,0.038524986961238045,626113125.6,100,70,8,2283,4035,2540,2922,710,4137,4013,3804,829,2849
FCCO,US,Financial Services,Banks Regional,6.65312310491,8.38629472408,1.0,1.44584,-1005061000.0,0.09127743481371782,13.777122257934554,1.2575403788192423,0.029040083236645763,8.73658418889462,0.8972945767633188,0.02187248472126627,151148808.2918,101,73,8,1652,3825,1856,2912,1774,4004,4446,4239,1312,3815
GABC,US,Financial Services,Banks Regional,6.62438478747,7.96856823266,1.0,2.29325,-3708885000.0,0.10320658046077168,15.111440831143833,1.5596001340176362,0.01591225560223049,6.663852776131888,0.8695173264399891,0.01961718226658535,894929748.9020001,102,81,8,1163,3991,1636,3013,2132,4059,4198,3990,1391,2623
SRCE,US,Financial Services,Banks Regional,6.4719543951,8.4561897389,1.0,3.59217,-5602630000.0,0.11102565929030989,13.34113019171814,1.4812077752133648,0.018789246424859213,6.995846800043947,0.874935072543598,0.023654882126093714,1226850332.4304001,103,72,8,722,4033,1490,2864,2066,4037,4246,4037,1246,2416
CCB,US,Financial Services,Banks Regional,6.40825242718,8.08834951456,1.0,1.08239,-862977000.0,0.10631135593083843,16311.057480493902,1734.0506374171518,0.12900197922669868,8.088336433846328,0.8899688620377377,,215322269800.00003,104,77,8,1890,3801,1569,4627,4458,3893,4371,4164,2359,356
AUB,US,Financial Services,Banks Regional,6.40778756374,7.65694324879,1.0,2.41116,,0.07700761847310615,13.967322638295235,1.0755902528206178,0.0,5.988570300767736,0.8569092164830704,0.028983732392036332,2703068015.5439997,105,85,8,1110,4157,2077,2925,1495,4175,4105,3897,1050,1889
AUBAP,United States,Financial Services,Banks Regional,6.40778756374,7.65694324879,1.0,2.41114,,,,,,,,,,105,85,8,1111,4157,4758,4753,4719,4184,4785,4840,2359,4787
GLBZ,US,Financial Services,Banks Regional,6.27058823529,8.0431372549,1.0,0.5667,-22580000.0,0.044815022421524665,19.521226971419637,0.874844224419843,0.0968,9.754512331838566,0.9070157744819805,0.036137118921657115,31214441.927300002,106,79,8,2257,3348,2495,3286,1106,3924,4529,4327,865,4396
SMMF,US,Financial Services,Banks Regional,6.25559481743,7.77051433059,1.0,2.53405,-2076599000.0,0.12861432653654284,9.985294443387936,1.284251920105423,0.0278727180206906,8.700731341114931,0.8969149886914539,0.023133875296798945,318191392.733,107,84,8,1056,3928,1247,2478,1815,4006,4444,4237,1263,3329
DCOMP,United States,Financial Services,Banks Regional,6.23359173127,8.07269595177,1.0,1.01133,592577000.0,0.0606376454107025,24.26539499609517,1.4713964175238539,6.2023335030639295,9.648302997194843,0.9060883222177809,0.022870676906064993,878067583.3287,108,78,8,1942,722,2305,3540,2057,480,4517,4314,1271,2637
DCOM,US,Financial Services,Banks Regional,6.23359173127,8.07269595177,1.0,1.01133,,0.0606376454107025,18.929989703531756,1.1478700032710079,0.0,9.648302997194843,0.9060883222177809,0.029316762325031765,685000607.4120001,108,78,8,1942,4157,2305,3247,1626,4175,4517,4314,1038,2795
EQS,US,Financial Services,Asset Management,6.190883,-9.660969,0.968661,0.16075,546000.0,0.04725042945052078,11.073189139438563,0.5232129422253147,6.150943396226415,0.6326947748374612,0.38751564872279787,,24062040.0,109,4352,70,2653,3049,2465,2602,645,485,1564,1333,2359,4468
GGZ,US,Financial Services,Asset Management,6.169697,0.324242,0.418182,2.15222,,,,,,,,,,110,796,1988,1232,4157,4758,4753,4719,4184,4785,4840,2359,4787
HBMD,US,Financial Services,Banks Regional,6.14524936294,8.03531124863,1.0,0.88516,-2019238000.0,0.05373581878604989,19.808988001303238,1.0644521895730674,0.006392977172859371,6.558918089562881,0.8677059351415953,,334395526.45,111,80,8,2028,3926,2380,3305,1470,4132,4186,3978,2359,3295
ACNB,US,Financial Services,Banks Regional,6.07763259032,6.07763259032,1.0,3.35919,,0.12516621287912366,9.607459778930062,1.2025293559171784,,8.077085839718018,0.8898324839427689,0.030364387558741608,227898553.41599998,112,99,8,778,4157,1289,2432,1697,4184,4369,4163,1014,3539
PVBC,US,Financial Services,Banks Regional,6.06169377454,8.19910263601,1.0,0.59822,,0.04680145323535398,19.669728219467064,0.9205718654155101,,3.8576340323816867,0.7941384646653379,,212590422.596,113,76,8,2226,4157,2470,3299,1202,4184,3823,3613,2359,3588
BCV,US,Financial Services,Asset Management,6.011574,0.571403,0.973534,4.51558,,0.14275535679766665,5.296039860288739,0.7560380598701836,,0.010230388820855744,0.010126787240423223,0.1110126964666556,125623919.1,114,407,64,523,4157,1089,2089,910,4184,291,44,255,3890
CAC,US,Financial Services,Banks Regional,5.89660859705,7.37851767859,1.0,3.70174,-3897025000.0,0.12083056092434756,12627.237859351784,1525.7562334706336,2.566059348847044e-07,8.35652862710307,0.8931227552595417,2.5711742365562003e-05,722315887268.5,115,87,8,692,3995,1342,4597,4442,4171,4408,4201,2252,195
BFST,US,Financial Services,Banks Regional,5.89144981413,7.39826517968,1.0,1.73889,445369000.0,0.08338214712887193,13.625473908867576,1.136121270169802,1.2267965482156988,6.975653900251493,0.874618430976742,0.015603351769513137,323904765.7616,116,86,8,1457,891,1989,2898,1606,2760,4239,4031,1569,3317
PLBC,US,Financial Services,Banks Regional,5.75584415584,7.9332096475,1.0,2.9671,,0.18356310277498372,8.453371325425477,1.5517270694041774,0.0,9.238340926572393,0.9023279252789268,0.018096725372758988,131128696.0,117,82,8,906,4157,804,2320,2128,4175,4491,4285,1453,3870
CFFN,US,Financial Services,Banks Regional,5.67728915663,7.26831325301,1.0,0.68423,134865000.0,0.07052395897408267,20.047959662786628,1.4138614847724282,2.1611278519156265,5.989325957887521,0.8569246868689118,0.07141443744481532,1889379862.5,118,89,8,2169,1608,2169,3327,1997,1672,4106,3898,418,2138
DIAX,US,Financial Services,Asset Management,5.654064,0.610586,0.641462,2.46918,,,,,,,,,,119,372,1068,1082,4157,4758,4753,4719,4184,4785,4840,2359,4787
HMNF,US,Financial Services,Banks Regional,5.52695035461,7.88439716312,1.0,1.67991,,0.08411406614282013,12.322064801745157,1.0364589737501078,,7.393478542440204,0.8808598848565979,,96025851.0,120,83,8,1501,4157,1976,2752,1430,4184,4298,4092,2359,3997
GFED,US,Financial Services,Banks Regional,5.51739677468,6.50375489983,1.0,2.10932,-893644740.0,0.11124755824873558,10.949052446487501,1.2180553498090791,0.007863641459515836,10.95795981372504,0.9163736854902435,0.022443910406449573,103086314.1984,121,98,8,1251,3809,1485,2585,1719,4118,4586,4383,1288,3966
UMPQ,US,Financial Services,Banks Regional,5.48865362557,7.2682363518,1.0,1.60478,,0.08208205307707732,10.301403507533289,0.8455603494737379,0.0,5.686921045036817,0.8504543431476251,0.0507449199548104,3647675475.0000005,122,90,8,1564,4157,2008,2516,1045,4175,4062,3854,606,1682
TY,US,Financial Services,Asset Management,5.487832,0.875568,0.890473,6.36234,,0.2005228591833358,4.399720637672505,0.8822445618740201,,0.0019459499373462733,0.0019421705820347028,0.06926919912981798,1501613434.35,123,198,220,287,4157,711,2048,1119,4184,273,25,440,2291
AMRB,US,Financial Services,Banks Regional,5.41871921182,7.28177339901,1.0,0.93713,6258000.0,0.06633779203705267,15.643189270872726,1.0377346366474085,1.6953333333333334,7.688477728594001,0.8849050396125233,0.016423063510933155,86037540.98979999,124,88,8,1995,2819,2225,3058,1432,2109,4334,4128,1537,4032
ACV,US,Financial Services,Asset Management,5.381323,0.124995,0.288768,4.75823,,0.1918042087537825,4.365509744169625,0.8373231422873824,0.0,0.44019749579753703,0.3056507854527057,0.09226673760172688,214961323.17599997,125,1742,2658,483,4157,757,2045,1036,4175,1220,984,320,3581
BY,US,Financial Services,Banks Regional,5.32978027115,7.22720897616,1.0,1.50059,-4690724000.0,0.07599101471107764,0.02426022110452265,0.0018435588188477766,0.009216874086465753,6.361283269898616,0.8641541205065224,0.5662091894601098,1382881.1234000002,126,91,8,1622,4013,2094,1871,283,4108,4167,3959,62,4733
STXB,US,Financial Services,Banks Regional,5.265570503238664,6.616093672147484,1.0,1.39855,-1991724000.0,0.06113883224136186,14860.058598599546,908.5266297565845,0.016050674484021945,5.897852215038833,0.8550273376660955,,314082198540.0,127,95,8,1685,3922,2299,4621,4326,4056,4094,3886,2359,288
LGND,US,Healthcare,Biotechnology,5.231888,6.709865,0.9056633577758934,31.8521,1106643000.0,0.8202238697030364,2.710846223275947,2.2235007794252586,66.08898953064346,0.9484523586086087,0.48677215761431253,,1705940950.0,128,93,190,40,460,181,1973,2615,29,2042,1813,2359,2213
BDGE,US,Financial Services,Banks Regional,5.13878119097,6.53653444676,1.0,2.64282,-4267753000.0,0.10397381897762062,11.913943755189493,1.2387382313116257,0.017879177419302873,8.899387312583224,0.8989836473284676,0.029910188246660203,615843666.6495,129,96,8,1015,4004,1619,2704,1743,4039,4463,4256,1030,2866
DNP,US,Financial Services,Asset Management,5.090949,0.47057,0.530404,2.14711,,0.2045514396626652,5.604731482873742,1.1464558937444884,0.0,0.3237540937503125,0.24457268557567857,0.06387961542195277,3621578628.36,130,535,1523,1233,4157,696,2104,1622,4175,971,733,479,1688
RVSB,US,Financial Services,Banks Regional,5.07672469375,6.63378465506,1.0,0.69379,,0.10580275861142277,7.892558308102616,0.8350544414987604,0.0,6.933245097182938,0.8739481778578736,0.032785696022085156,124292008.23599999,131,94,8,2160,4157,1578,2263,1031,4175,4229,4021,942,3900
TSBK,US,Financial Services,Banks Regional,4.89804241436,4.89804241436,1.0,2.83648,,0.14041282070767594,,,,6.290313152156758,0.8628316810089068,,,132,111,8,951,4157,1113,4753,4719,4184,4158,3950,2359,4787
PBCT,US,Financial Services,Banks Regional,4.84093023256,6.0688372093,1.0,1.31017,-49165500000.0,0.06548218240386551,11.562125264089161,0.7571131955194281,0.009748335834197727,6.372382725991544,0.8643586426306286,0.048014519132422426,6016929987.432,133,100,8,1745,4130,2238,2658,911,4103,4169,3961,659,1381
OCFCP,United States,Financial Services,Banks Regional,4.78778378378,5.80313513514,1.0,1.74544,,,,,,,,,,134,104,8,1449,4157,4758,4753,4719,4184,4785,4840,2359,4787
OCFC,US,Financial Services,Banks Regional,4.78778378378,5.80313513514,1.0,1.74544,,0.07681254059641719,13.19055684286585,1.013200182981982,0.0,6.151165664601832,0.8601626578237467,0.029307383818443996,1168340381.8,134,104,8,1449,4157,2080,2849,1395,4175,4130,3922,1039,2443
HBCP,US,Financial Services,Banks Regional,4.70235690236,5.68888888889,1.0,3.05401,-1838750000.0,0.0883004719769607,11.67759718519977,1.0311373430099675,0.02121104207022581,5.956254406013992,0.8562444755994756,0.0242137249979759,326178644.57699996,135,105,8,870,3910,1901,2675,1422,4029,4101,3893,1220,3306
OVBC,US,Financial Services,Banks Regional,4.67752596789,5.53352219075,1.0,2.07812,-863148000.0,0.07729035177369148,16.26470891167861,1.2571050732803344,0.014626238641033837,6.905132666037338,0.8734999092050308,0.02482398688815065,161134471.188,136,107,8,1268,3802,2075,3099,1773,4072,4225,4017,1200,3771
UBFO,US,Financial Services,Banks Regional,4.65827448572,6.5302425545,1.0,0.89327,,0.13080663516915542,11.037769085156869,1.443813433803497,0.0,7.250155188467772,0.8787901588326703,0.03343384534914158,167465032.56,137,97,8,2024,4157,1219,2599,2028,4175,4277,4069,924,3741
FPL,US,Financial Services,Asset Management,4.586257,-0.460476,-0.451265,0.884,,0.09395038944429725,8.683807857827633,0.8158471301023547,0.0,0.3748199398821587,0.27263202184446494,0.11724095545553595,197284130.875,138,3913,3661,2029,4157,1811,2339,1000,4175,1062,824,230,3642
NBHC,US,Financial Services,Banks Regional,4.49091925119,5.37546800782,1.0,2.54878,,0.10478928701820268,12720.400158967212,1332.961663244406,,6.687258123402701,0.8699146062292809,2.3017290796389044e-05,1022274958775.3999,139,108,8,1046,4157,1598,4598,4422,4184,4200,3992,2260,162
FBSS,US,Financial Services,Banks Regional,4.48094612352,5.14060446781,1.0,1.79913,-641801000.0,0.10160603080957063,11.481275084222874,1.166566789940705,0.014016975842070898,9.759080480319419,0.907055254226492,0.02344758828343296,78302296.0744,140,110,8,1420,3761,1659,2644,1653,4074,4530,4328,1250,4086
MTB,US,Financial Services,Banks Regional,4.45553584709,5.88311877278,1.0,14.34717,-95737117000.0,0.1227455674552508,12.060334218303614,1.4803525673256557,0.014745355049271316,6.62711930513941,0.8688889002527905,0.026630583740450617,23266181696.9062,141,102,8,92,4136,1316,2723,2064,4071,4192,3984,1135,837
FITBP,United States,Financial Services,Banks Regional,4.44601769912,5.66725663717,1.0,3.48889,2831000000.0,0.11847380087723436,7.4878996815286625,0.8871199358581333,3.8001978239366965,6.987973399990567,0.8748118014512691,0.03508845800262462,18809604000.0,142,106,8,751,219,1382,2243,1129,894,4242,4033,883,908
FITBI,United States,Financial Services,Banks Regional,4.44601769912,5.66725663717,1.0,3.48889,107855000000.0,0.11847380087723436,8.676479560851911,1.027935511807763,49.98047229791099,6.987973399990567,0.8748118014512691,0.030281734851155154,21795316656.86,142,106,8,751,19,1382,2336,1417,37,4242,4033,1018,859
RBNC,US,Financial Services,Banks Regional,4.32354511479,3.3812066204,1.0,1.43566,-1552841000.0,0.07238338703838608,,,0.03179262652985258,7.484654954346981,0.8821401688836309,,,143,132,8,1661,3887,2141,4753,4719,4000,4307,4101,2359,4787
CHMG,US,Financial Services,Banks Regional,4.27292636189,5.21297563646,1.0,3.20579,,0.08546928986403982,12.446753622909858,1.0638151932627706,,8.789499909651914,0.8978497360203196,0.025885136650202246,194281377.29999998,144,109,8,822,4157,1953,2763,1468,4184,4452,4245,1159,3649
ITIC,US,Financial Services,Insurance Specialty,4.208991,3.949692,1.0,16.59177,-9407000.0,0.16439000428507228,9.536854676076038,1.5677635810662514,0.7339348342572689,0.37902509380127714,0.2748500339152611,0.060434576758422925,300010374.4,145,121,8,76,3275,929,2423,2139,3432,1076,840,499,3365
AEF,US,Financial Services,Asset Management,3.985762,0.654992,0.704685,1.54676,,0.17868263935925496,4.779616799945885,0.854034544940167,0.0,0.10147078341895352,0.09212299131892476,0.023950112251364442,375202834.362,146,325,793,1599,4157,833,2068,1065,4175,491,247,1232,3198
VLY,US,Financial Services,Banks Regional,3.9548210843450398,5.83145034659722,1.0,0.91084,-32331461000.0,0.07066143148970802,11347.263547623737,801.8138857660758,0.0006873711507493734,7.538871964432182,0.8828885121869259,4.5294817637279006e-05,3515302816209.0005,147,103,8,2011,4124,2166,4583,4312,4157,4312,4106,2211,84
PEBO,US,Financial Services,Banks Regional,3.92507309942,4.77763157895,1.0,2.6485,,0.09033585523382678,12.210792630952602,1.103072395400013,0.0,6.325397506363635,0.8634886367420619,0.03956632849526858,655658510.319,148,113,8,1011,4157,1872,2743,1542,4175,4163,3955,809,2819
DPG,US,Financial Services,Asset Management,3.912893,0.183393,0.199384,2.52061,,0.15371699301960143,5.547279250417887,0.8527110858142662,0.0,0.42048710336821105,0.2960161358530931,0.10012514890341857,530353568.325,149,1303,3093,1060,4157,1000,2102,1062,4175,1176,940,290,2977
OBNK,US,Financial Services,Banks Regional,3.88787069774,4.8017894509,1.0,2.27599,-4653533000.0,0.0899139274641142,,,0.013181519662115409,7.885305592545498,0.8874546306163099,,,150,112,8,1172,4012,1879,4753,4719,4085,4354,4148,2359,4787
EQC,US,Real Estate,REIT Office,3.853578,0.066437,0.636934,3.90211,,0.15184722076252158,8.408278395713243,1.2767737057866095,0.0,0.023053852628555277,0.022534349066104874,0.10540191927244753,4142590600.0000005,151,2347,1091,644,4157,1016,2317,1800,4175,323,77,273,1605
HWCPZ,NaN,NaN,NaN,3.79069982863,4.54748506322,1.0,3.78041,,,,,,,,,,152,114,8,676,4157,4758,4753,4719,4184,4785,4840,2359,4787
HWC,US,Financial Services,Banks Regional,3.79069982863,4.54748506322,1.0,3.78041,,0.09440880587481273,10.588578076852588,0.999655012147874,0.0,7.824549230971095,0.8866797641640042,0.027368039668436237,3466488690.8,152,114,8,676,4157,1795,2547,1369,4175,4347,4141,1107,1707
NHS,US,Financial Services,Asset Management,3.786233,0.846264,0.0,6.71538,,0.5355634261120575,0.717651307531056,0.38434779301513017,0.0,0.4735283441268262,0.32135510635439135,0.27104236921069513,53152686.209,153,210,3610,260,4157,252,1915,519,4175,1282,1046,81,4231
PRK,US,Financial Services,Banks Regional,3.69850187266,4.49333765485,1.0,6.28925,,0.1059840208706995,14.853766540798441,1.57426190306848,0.0,7.832046802213384,0.8867759623115458,0.045305685668909995,1525481823.74,154,115,8,297,4157,1574,2992,2146,4175,4348,4142,706,2280
AROW,US,Financial Services,Banks Regional,3.68268474843,3.68268474843,1.0,2.42831,-2827584000.0,0.12420126736663485,13.737584149432955,1.7062253619153673,0.012213947928191223,9.553462058542793,0.9052443648868267,0.029536768484759855,514815966.0,155,123,8,1102,3964,1300,2906,2270,4092,4510,4307,1035,2993
FNCB,US,Financial Services,Banks Regional,3.64909390445,4.41548599671,1.0,0.55913,,0.0828923634240721,13.904123356930024,1.1525456463957728,0.0,8.00806843952787,0.8889884100333931,0.026170842214859484,153988166.178,156,116,8,2264,4157,1997,2919,1633,4175,4362,4156,1151,3800
HMG,US,Real Estate,REIT Retail,3.579652,-16.734713,-0.8461334394482026,0.26633,14931462.0,0.01297130135024196,52.41618675658651,0.6799061540502452,34.097620662596924,0.5867453074141222,0.36977913510916627,0.03581690168548987,14145556.32,157,4408,3674,2549,2607,2831,4130,829,48,1484,1251,870,4576
